SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES,GROUP
Saccharum alopecuroidum,ERIALO,(L.) Nutt.,6,,SILVER PLUME GRASS,Poaceae,,,grass,PE,full,,,,,,,,,DI
Saccharum ravennae,SACRAV,(L.) L.,0,,PLUME GRASS,Poaceae,,FAC,grass,PE,full,,,MO,adventive,UPL,FACW,UPL,,
Sagina decumbens,SAGDEC,(Ell.) Torr. & A. Gray,0,,WESTERN PEARLWORT,Caryphyllaceae,,FAC,forb,AN,full,SADE,E,DI,native,FAC,FAC,FAC,,
Sagina procumbens,SAGPRO,L.,0,,PEARLWORT,Caryphyllaceae,,FACW-,forb,PE,advent,SAPR,,DI,adventive,FACW,FACW,FAC,,
Sagina sp.,SAGINA,ND,,,ND,Caryophyllaceae,,ND,forb,ND,ND,SAGIN,,DI,,,,,,
Sagittaria australis,SAGAUS,(J.G. Sm.) Small,3,,LONG-BEAKED ARROWHEAD,Alismataceae,,OBL,forb,PE,full,SAAU2,,MO,native,OBL,OBL,OBL,,
Sagittaria brevirostra,SAGBRE,Mack. & Bush,6,,MIDWESTERN ARROWHEAD,Alismataceae,,OBL,forb,PE,full,SABR8,,MO,native,OBL,OBL,OBL,,
Sagittaria cuneata,SAGCUN,E. Sheld.,8,,WAPATO,Alismataceae,,OBL,forb,PE,full,SACU,T,MO,native,OBL,OBL,OBL,,
Sagittaria graminea,SAGGRA,Michx.,9,,GRASS-LEAVED ARROWHEAD,Alismataceae,417.00,OBL,forb,PE,full,SAGR,E,MO,native,OBL,OBL,OBL,,
Sagittaria latifolia,SAGLAT,Willd.,1,,COMMON ARROWHEAD,Alismataceae,418.00,OBL,forb,PE,full,SALA2,,MO,native,OBL,OBL,OBL,,
Sagittaria montevidensis,SAGMON,Cham. & Schlect.,8,syn,SOUTHERN WAPATO,Alismataceae,540.00,OBL,forb,AN,full,SAMO,P,MO,native,OBL,,OBL,,
Sagittaria platyphylla,SAGPLA,(Engelm.) J.G. Sm.,6,syn,ELLIPTIC-LEAVED ARROWHEAD,Alismataceae,,OBL,forb,PE,full,SAPL,E,MO,native,OBL,OBL,OBL,,
Sagittaria rigida,SAGRIG,Pursh,8,,DEER'S-TONGUE ARROWHEAD,Alismataceae,,OBL,forb,PE,full,SARI,P,MO,native,OBL,OBL,OBL,,
Sagittaria sp.,SAGITT,ND,,,ND,Alismataceae,,OBL,forb,PE,full,SAGIT,,MO,,,,,,
Salicornia europaea,SALEUR,L.,0,,GLASSWORT,Chenopodiaceae,,OBL,forb,AN,advent,SADE10,,DI,adventive,OBL,OBL,OBL,syn. Salicornia rubra,
Salix alba,SLXALB ,L.,0,,WHITE WILLOW,Salicaceae,419.00,FACW,tree,W,tree,SAAL2,,DI,adventive,FACW,FACW,FACW,,
Salix amygdaloides,SLXAMY,Andersson,3,,PEACH-LEAF WILLOW,Salicaceae,,FACW,tree,W,full,SAAM2,,DI,native,FACW,FACW,FACW,,
Salix babylonica,SLXBAB,L.,0,,WEEPING WILLOW,Salicaceae,,FACW-,tree,W,tree,SAPE12,,DI,adventive,FACW,FAC,,,
Salix bebbiana,SLXBEB,Sarg.,5,,BEBB'S WILLOW,Salicaceae,,FACW,shrub,W,full,SABE2,,DI,native,FACW,FACW,FACW,,
Salix candida,SLXCAN,Flugge ex Willd.,10,,HOARY WILLOW,Salicaceae,,OBL,shrub,W,full,SACA4,P,DI,native,OBL,OBL,OBL,,
Salix caprea,SLXCAP,L.,0,,GOAT WILLOW,Salicaceae,,(UPL),shrub,W,advent,SACA22,,DI,adventive,OBL,FACW,FAC,,
Salix caroliniana,SLXCAR,Michx.,10,,CAROLINA WILLOW,Salicaceae,,OBL,shrub,W,full,SACA5,P,DI,native,OBL,OBL,OBL,,
Salix cinera,SLXCIN,L.,0,,GRAY WILLOW,Salicaceae,,,tree,W,advent,,,,,,,,,DI
Salix cinerea,SLXCIN,L.,0,,GREY WILLOW,Salicaceae,,(FACW),tree,W,advent,SACI,,DI,adventive,FACW,FACW,FACW,,
Salix discolor,SLXDIS,Muhl.,3,,PUSSY WILLOW,Salicaceae,420.00,FACW,shrub,W,full,SADI,,DI,native,FACW,FACW,FACW,,
Salix eriocephala,SLXERI,Michx.,2,syn,HEART-LEAVED WILLOW,Salicaceae,421.00,FACW,shrub,W,full,SAER,,DI,native,FACW,FACW,FACW,,
Salix exigua,SLXEXI,Nutt.,1,syn,SANDBAR WILLOW,Salicaceae,422.00,OBL,shrub,W,full,SAIN3,,DI,native,FACW,FACW,FACW,syn. Salix interior,
Salix fragilis,SLXFRA,L.,0,,CRACK WILLOW,Salicaceae,,FAC+,tree,W,tree,SAFR,,DI,adventive,FAC,FAC,FAC,,
Salix humilis,SLXHUM,Marshall,4,syn,PRAIRIE WILLOW,Salicaceae,423.00,FACU,shrub,W,full,SAHU2,,DI,native,FACU,FACU,FACU,,
Salix lucida,SLXLUC,Muhl.,4,,SHINING WILLOW,Salicaceae,,FACW,shrub,W,full,SALU,,DI,native,FACW,FACW,FACW,,
Salix myricoides,SLXMYR,(Muhl.) J. Carey,10,,BLUE-LEAVED WILLOW,Salicaceae,424.00,FAC,shrub,W,full,SAMY2,P,DI,native,FACW,FACW,FACW,,
Salix nigra,SLXNIG,Marshall,2,,BLACK WILLOW,Salicaceae,,FACW+,tree,W,tree,SANI,,DI,native,OBL,OBL,OBL,,
Salix occidentalis,SLXOCC,Walter,5,syn,WESTERN WILLOW,Salicaceae,,(UPL),shrub,W,full,SACA5,,DI,native,,,,,
Salix pedicellaris,SLXPED,Pursh,9,,BOG WILLOW,Salicaceae,425.00,OBL,shrub,W,full,SAPE2,E,DI,native,OBL,OBL,OBL,,
Salix pentandra,SLXPEN,L.,0,,BAY-LEAVED WILLOW,Salicaceae,,(UPL),tree,W,advent,SAPE4,,DI,adventive,,,,,
Salix petiolaris,SLXPET,Sm.,8,,SLENDER WILLOW,Salicaceae,426.00,OBL,shrub,W,full,SAPE5,T,DI,native,FACW,OBL,FACW,,
Salix purpurea,SLXPUR,L.,0,,BASKET WILLOW,Salicaceae,,(FACW),shrub,W,advent,SAPU2,,DI,adventive,FACW,FACW,FACW,,
Salix sericea,SLXSRC,Marshall,4,,SILKY WILLOW,Salicaceae,,OBL,shrub,W,full,SASE,,DI,native,OBL,OBL,OBL,,
Salix serissima,SLXSRS,(L.H. Bailey) Fernald,10,,AUTUMN WILLOW,Salicaceae,,OBL,shrub,W,full,SASE2,P,DI,native,OBL,OBL,OBL,,
Salix sp.,SALIX,ND,,,ND,Salicaceae,,ND,ND,W,ND,SALIX,,DI,,,,,,
Salsola kali,SALKAL,L.,0,syn,RUSSIAN THISTLE,Chenopodiaceae,427.00,FACU,forb,AN,advent,SAKA,,DI,adventive,FACU,,FACU,,
Salvia azurea,SALAZU,Michx. ex Lam.,0,,BLUE SAGE,Lamiaceae,,(UPL),forb,PE,advent,SAAZ,,DI,adventive,,,,,
Salvia coccinea,SALCOC,Buc'hoz ex Etl.,0,,CRIMSON SAGE,Lamiaceae,,(UPL),forb,PE,advent,SACO5,,DI,adventive,,,,,
Salvia lyrata,SALLYR,L.,3,,LYRE-LEAVED SAGE,Lamiaceae,,(UPL),forb,PE,full,SALY2,,DI,native,FACU,FACW,FACW,,
Salvia officinalis,SALOFF,L.,0,,GARDEN SAGE,Lamiaceae,,(UPL),forb,PE,advent,SAOF2,,DI,adventive,,,,,
Salvia pratensis,SALPRA,L.,0,,MEADOW SAGE,Lamiaceae,,(UPL),forb,PE,advent,SAPR2,,DI,adventive,,,,,
Salvia reflexa,SALREF,Hornem.,0,,ROCKY MOUNTAIN SAGE,Lamiaceae,,UPL,forb,AN,advent,SARE3,,DI,adventive,,,,,
Salvia sp.,SALVIA,ND,,,ND,Lamiaceae,,UPL,forb,ND,ND,SALVI,,DI,,,,,,
Salvia splendens,SALSPL,Sellow ex Roem. & Schult.,0,,SCARLET SAGE,Lamiaceae,,(UPL),forb,PE,advent,SASP6,,DI,adventive,,,,,
Salvia x superba,SALSUB,Stapf,0,,SAGE,Lamiaceae,,(UPL),forb,PE,advent,SASU11,,DI,adventive,,,,,
Sambucus canadensis,SAMCAN,L.,3,,COMMON ELDERBERRY,Caprifoliaceae,,FACW-,shrub,W,full,SANIC4,,DI,native,FAC,FACW,FACW,syn. Sambucus nigra,
Sambucus pubens,SAMPUB,(Michx.) House,7,syn,RED-BERRIED ELDER,Caprifoliaceae,,FACU,shrub,W,full,SARAR3,,DI,native,FACU,FACU,FACU,syn. Sambucus racemosa,
Sambucus sp.,SAMBUC,ND,,,ND,Caprifoliaceae,,ND,shrub,W,full,SAMBU,,DI,,,,,,
Samolus floribundus,SAMFLO,Kunth,4,syn,WATER-PIMPERNEL,Primulaceae,,OBL,forb,PE,full,SAVAP,,DI,native,OBL,OBL,OBL,syn. Samolus valerandi,
Sanguinaria canadensis,SANCAN,L.,5,,BLOODROOT,Papaveraceae,428.00,UPL,forb,PE,shade,SACA13,,DI,native,UPL,FACU,FACU,,
Sanguisorba canadensis,SANGCA,L.,8,,CANADA BURNET,Rosaceae,,FACW+,forb,PE,full,SACA14,,DI,native,FACW,FACW,FACW,,
Sanicula canadensis,SANICAN,L.,3,,SHORT-STYLED SNAKEROOT,Apiaceae,429.00,UPL,forb,PE,shade,SACA15,,DI,native,UPL,FACU,FACU,,
Sanicula gregaria,SANGRE,E.P. Bicknell,3,,CLUSTERED SNAKEROOT,Apiaceae,,FACU,forb,PE,shade,SAOD,,DI,native,FACU,FAC,FAC,syn. Sanicula odorata,
Sanicula marilandica,SANIMA,L.,3,,BLACK SNAKEROOT,Apiaceae,,UPL,forb,PE,shade,SAMA2,,DI,native,FACU,FACU,FACU,,
Sanicula sp.,SANICU,ND,3,,ND,Apiaceae,,ND,forb,PE,shade,SANIC,,DI,,,,,,
Sanicula trifoliata,SANITR,E.P. Bicknell,3,,LARGE-FRUITED SNAKEROOT,Apiaceae,,(UPL),forb,PE,shade,SATR4,,DI,native,,,,,
Saponaria officinalis,SAPOFF,L.,0,,SOAPWORT,Caryophyllaceae,,FACU-,forb,PE,advent,SAOF4,,DI,adventive,FACU,FACU,FACU,,
Sarracenia purpurea,SARPUR,L.,9,,PITCHER-PLANT,Sarraceniaceae,,OBL,forb,PE,full,SAPU4,P,DI,native,OBL,OBL,OBL,,
Sassafras albidum,SASALB,(Nutt.) Nees,3,,SASSAFRAS,Lauraceae,430.00,FACU-,tree,W,tree,SAAL5,,DI,native,FACU,FACU,FACU,,
Satureja hortensis,SATHOR,L.,0,,SUMMER SAVORY,Lamiaceae,,(UPL),forb,PE,advent,SAHO3,,DI,adventive,,,,,
Saururus cernuus,SAUCER,L.,8,,LIZARD'S-TAIL,Saururaceae,,OBL,forb,PE,shade,SACE,,MO,native,OBL,OBL,OBL,,
Saxifraga pensylvanica,SAXPEN,L.,7,,SWAMP SAXIFRAGE,Saxifragaceae,,OBL,forb,PE,partial,SAPE8,,DI,native,OBL,OBL,OBL,,
Saxifraga sp.,SAXIFR,ND,,,ND,Saxifragaceae,,ND,forb,PE,partial,SAXIF,,DI,,,,,,
Saxifraga virginiensis,SAXVIR,Michx.,5,,EARLY SAXIFRAGE,Saxifragaceae,,FAC-,forb,PE,shade,SAVI5,,DI,native,FAC,FACU,FACU,,
Scabiosa columbaria,SCACOL,L.,0,,SCABIOUS,Dipsacaceae,,(UPL),forb,PE,advent,SCCO6,,DI,adventive,,,,,
Scandix pecten-veneris,SCAPEC,L.,0,,VENUS' COMB,Apiaceae,,(UPL),forb,AN,advent,SCPE,,DI,adventive,,,,,
Scheuchzeria palustris,SCHPAL,L.,10,,POD-GRASS,Scheuchzeriaceae,431.00,OBL,forb,PE,full,SCPA2,E,MO,native,OBL,OBL,OBL,,
Schizachne purpurascens,SCHPURP,(Torr.) Swallen,10,,FALSE MELIC,Poaceae,,FACU-,grass,PE,shade,SCPU,T,MO,native,FACU,FACU,FACU,,
Schizachyrium littorale,SCHLIT,(Nash) E.P. Bicknell,10,syn,COASTAL LITTLE BLUESTEM,Poaceae,432.00,(UPL),grass,PE,full,SCLI11,E,MO,native,FACW,FACW,FACW,,
Schizachyrium scoparium,SCHSCO,(Michx.) Nash,5,syn,LITTLE BLUESTEM,Poaceae,,FACU-,grass,PE,full,SCSC,,MO,native,FACU,FACU,FACU,,
Schizachyrium sp.,SCHIZA,ND,,,ND,Poaceae,,ND,grass,PE,full,SCHIZ4,,MO,,,,,,
Schoenoplectus acutus,SCHACU,(Muhl. ex Bigelow) A. Love & D. Love,7,syn,HARD-STEMMED BULRUSH,Cyperaceae,433.00,OBL,sedge,PE,full,SCAC3,,MO,native,OBL,OBL,OBL,,
Schoenoplectus americanus,SCHAME,(Pers.) Volk. ex Schinz & R. Keller,9,syn,OLNEY'S BULRUSH,Cyperaceae,434.00,OBL,sedge,PE,full,SCAM6,E,MO,native,OBL,OBL,OBL,,
Schoenoplectus mucronatus,SCHMUC,(L.) Palla,0,,RICEFIELD BULRUSH,Cyperaceae,557.00,OBL,sedge,PE,advent,SCMU10,,MO,adventive,OBL,OBL,OBL,,
Schoenoplectus pungens,SCHPUN,(Vahl) Palla,5,syn,THREE-SQUARE,Cyperaceae,435.00,FACW+,sedge,PE,full,SCPU10,,MO,native,OBL,OBL,OBL,,
Schoenoplectus purshianus,SCHPURS,(Fernald) M.T. Strong,6,syn,PURSH'S BULRUSH,Cyperaceae,436.00,OBL,sedge,AN,full,SCPU13,,MO,native,OBL,OBL,OBL,,
Schoenoplectus saximontanus,SCHSAX,(Fernald) J. Raynal,7,,MOUNTAIN BULRUSH,Cyperaceae,553.00,OBL,sedge,AN,full,SCSA8,E,MO,native,OBL,OBL,,,
Schoenoplectus smithii,SCHSMI,(A. Gray) Sojak,9,syn,SMITH'S BULRUSH,Cyperaceae,437.00,OBL,sedge,AN,full,SCSM2,E,MO,native,OBL,OBL,OBL,,
Schoenoplectus sp.,SCHOEN,ND,,,ND,Cyperaceae,,ND,sedge,ND,full,SCHOE6,,MO,,,,,,
Schoenoplectus subterminalis,SCHSUB,(Torr.) Sojak,10,syn,SWAYING-RUSH,Cyperaceae,,OBL,sedge,PE,full,SCSU10,E,MO,native,OBL,OBL,OBL,,
Schoenoplectus tabernaemontani,SCHTAB,(C.C. Gmel.) Palla,2,syn,SOFT-STEMMED BULRUSH,Cyperaceae,438.00,OBL,sedge,PE,full,SCTA2,,MO,native,OBL,OBL,OBL,,
Schoenoplectus torreyi,SCHTOR,(Olney) Palla,10,syn,TORREY'S BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCTO3,E,MO,native,OBL,OBL,OBL,,
Scilla nonscripta,SCINON,(L.) Hoffmanns. & Link,0,,ENGLISH BLUEBELL,Liliaceae,,,forb,PE,advent,,,,,,,,,MONO
Scilla non-scripta,SCINON,(L.) Hoffmanns. & Link,0,syn,ENGLISH BLUEBELL,Liliaceae,,(UPL),forb,PE,advent,HYNO,,MO,adventive,,,,,
Scirpus atrovirens,SCIATR,Willd.,1,,GREEN BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCAT2,,MO,native,OBL,OBL,OBL,,
Scirpus cyperinus,SCICYP,(L.) Kunth.,1,,WOOL-GRASS,Cyperaceae,439.00,FACW+,sedge,PE,full,SCCY,,MO,native,FACW,OBL,OBL,,
Scirpus expansus,SCIEXP,Fernald,9,,WOODLAND BULRUSH,Cyperaceae,,OBL,sedge,PE,partial,SCEX,P,MO,native,OBL,OBL,OBL,,
Scirpus fluviatilis,SCIFLU,(Torr) M.T. Strong,,,RIVER BULRUSH,Cyperaceae,,,sedge,,,,,,,,,,,
Scirpus georgianus,SCIGEO,R.M. Harper,2,syn,GEORGIA BULRUSH,Cyperaceae,440.00,OBL,sedge,PE,full,SCGE2,,MO,native,OBL,OBL,OBL,,
Scirpus hattorianus,SCIHAT,Makino,1,,SMOOTH-LVD. DARK GREEN BULR.,Cyperaceae,,(OBL),sedge,PE,full,SCHA3,,MO,native,OBL,OBL,OBL,,
Scirpus pedicellatus,SCIPED,Fernald,3,syn,STALKED BULRUSH,Cyperaceae,441.00,OBL,sedge,PE,full,SCPE3,,MO,native,OBL,OBL,OBL,,
Scirpus pendulus,SCIPEN,Muhl.,2,syn,DROOPING BULRUSH,Cyperaceae,442.00,OBL,sedge,PE,full,SCPE4,,MO,native,OBL,OBL,OBL,,
Scirpus polyphyllus,SCIPOL,Vahl,6,,LEAFY BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCPO2,,MO,native,OBL,OBL,OBL,,
Scirpus sp.,SCIRPU,ND,,,ND,Cyperaceae,,ND,sedge,PE,ND,SCIRP,,MO,,,,,,
Scleranthus annuus,SCLANN,L.,0,,ANNUAL KNAWEL,Caryophyllaceae,,FACU-,forb,AN,advent,SCAN2,,DI,adventive,FACU,FACU,FACU,,
Scleria oligantha,SCLOLI,Michx.,9,,TUBERCLED NUT-RUSH,Cyperaceae,,FACU+,sedge,PE,full,SCOL2,P,MO,native,FACU,FACU,,,
Scleria pauciflora,SCLPAU,Muhl. ex Willd.,9,,FEW-FLOWERED NUT-RUSH,Cyperaceae,443.00,FACU+,sedge,PE,full,SCPA5,P,MO,native,FACU,FACU,FACU,,
Scleria sp.,SCLERI,ND,,,ND,Cyperaceae,,ND,sedge,PE,full,SCLER2,,MO,,,,,,
Scleria triglomerata,SCLTRI,Michx.,7,,TALL NUT-RUSH,Cyperaceae,,FAC,sedge,PE,full,SCTR,P,MO,native,FAC,FAC,FAC,,
