Species,Other_species_not_on_dropdown_list,Module,CoverClass_LT_6m,CoverClassAll,EditDate,HerbSiteName
Elymus virginicus,,2,4,4,8/17/2023 18:41,526SB2
Cinna arundinacea,,2,4,4,8/17/2023 18:41,526SB2
Schedonorus arundinacea,Arundinacea,2,3,3,8/17/2023 18:41,526SB2
Lysimachia nummularia,,2,8,8,8/17/2023 18:41,526SB2
Apocynum cannabinum,,2,4,4,8/17/2023 18:41,526SB2
Angelica atropurpurea,,2,1,1,8/17/2023 18:41,526SB2
Symphyotrichum lateriflorum,,2,3,3,8/17/2023 18:41,526SB2
Solidago gigantea,,2,4,4,8/17/2023 18:41,526SB2
Fragaria virginiana,,2,4,4,8/17/2023 18:41,526SB2
Rhamnus frangula,,2,2,2,8/17/2023 18:41,526SB2
Salix discolor,,2,2,2,8/17/2023 18:41,526SB2
Carex granularis,Granularis?,2,3,3,8/17/2023 18:41,526SB2
Equisetum arvense,,2,6,6,8/17/2023 18:41,526SB2
Carex stipata,,2,2,2,8/17/2023 18:41,526SB2
Carex cristatella,,2,2,2,8/17/2023 18:41,526SB2
Carya ovata,,2,3,3,8/17/2023 18:41,526SB2
Quercus bicolor,,2,3,3,8/17/2023 18:41,526SB2
Fraxinus nigra,,2,3,3,8/17/2023 18:41,526SB2
Parthenocissus quinquefolia,,2,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lanceolatum,,2,3,3,8/17/2023 18:41,526SB2
Polygonum virginianum,,2,2,2,8/17/2023 18:41,526SB2
Ligustrum vulgare,,2,4,4,8/17/2023 18:41,526SB2
Agrostis stolonifera,,2,4,4,8/17/2023 18:41,526SB2
Cornus amomum,Cornus obliqua,2,3,3,8/17/2023 18:41,526SB2
Carya cordiformis,,2,2,2,8/17/2023 18:41,526SB2
Solidago altissima,,2,2,2,8/17/2023 18:41,526SB2
Viburnum opulus var. opulus,,2,4,4,8/17/2023 18:41,526SB2
Catalpa speciosa,,2,2,2,8/17/2023 18:41,526SB2
Glyceria striata,,2,2,2,8/17/2023 18:41,526SB2
Lonicera maackii,,2,2,2,8/17/2023 18:41,526SB2
Carex sp. 2,Bromoides? Very thin leaves,2,2,2,8/17/2023 18:41,526SB2
Populus deltoides,,2,,8,8/17/2023 18:41,526SB2
Ulmus americana,,2,,6,8/17/2023 18:41,526SB2
Platanus occidentalis,,2,,5,8/17/2023 18:41,526SB2
Rhamnus frangula,,3,6,6,8/17/2023 18:41,526SB2
Cicuta maculata,,3,2,2,8/17/2023 18:41,526SB2
Quercus bicolor,,3,2,2,8/17/2023 18:41,526SB2
Amphicarpaea bracteata,,3,8,8,8/17/2023 18:41,526SB2
Cornus drummondii,,3,7,7,8/17/2023 18:41,526SB2
Fraxinus pennsylvanica,,3,7,7,8/17/2023 18:41,526SB2
Solidago gigantea,,3,4,4,8/17/2023 18:41,526SB2
Rosa multiflora,,3,5,5,8/17/2023 18:41,526SB2
Polygonum virginianum,,3,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lateriflorum,,3,3,3,8/17/2023 18:41,526SB2
Ranunculus hispidus var. nitidus ,Ranunculus septentrionalis ,3,4,4,8/17/2023 18:41,526SB2
Phalaris arundinacea,,3,4,4,8/17/2023 18:41,526SB2
Carya ovata,,3,3,3,8/17/2023 18:41,526SB2
Lindera benzoin,,3,2,2,8/17/2023 18:41,526SB2
Malus seiboldi,Malus seiboldi,3,2,2,8/17/2023 18:41,526SB2
Ligustrum vulgare,,3,4,4,8/17/2023 18:41,526SB2
Elymus virginicus,,3,4,4,8/17/2023 18:41,526SB2
Carex emoryi,,3,2,2,8/17/2023 18:41,526SB2
Vitis riparia,,3,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lanceolatum,,3,2,2,8/17/2023 18:41,526SB2
Carex vulpinoidea,,3,3,3,8/17/2023 18:41,526SB2
Circaea lutetiana,,3,3,3,8/17/2023 18:41,526SB2
Carex bromoides,,3,2,2,8/17/2023 18:41,526SB2
Parthenocissus quinquefolia,,3,2,2,8/17/2023 18:41,526SB2
Carex stipata,,3,2,2,8/17/2023 18:41,526SB2
Carex intumescens,,3,2,2,8/17/2023 18:41,526SB2
Cinna arundinacea,,3,4,4,8/17/2023 18:41,526SB2
Carex gracillima,,3,6,6,8/17/2023 18:41,526SB2
Equisetum arvense,,3,6,6,8/17/2023 18:41,526SB2
Schedonorus arundinacea,Arundinacea,3,5,5,8/17/2023 18:41,526SB2
Carex cristatella,,3,4,4,8/17/2023 18:41,526SB2
Carex granularis,,3,2,2,8/17/2023 18:41,526SB2
Viburnum dentatum,,3,1,1,8/17/2023 18:41,526SB2
Agrostis stolonifera,,3,3,3,8/17/2023 18:41,526SB2
Lysimachia nummularia,,3,6,6,8/17/2023 18:41,526SB2
Toxicodendron radicans,,3,7,7,8/17/2023 18:41,526SB2
Taraxacum officinale,,3,2,2,8/17/2023 18:41,526SB2
Ulmus americana,,3,2,7,8/17/2023 18:41,526SB2
Hemerocallis fulva,,3,2,2,8/17/2023 18:41,526SB2
Polygonum persicaria,,3,2,2,8/17/2023 18:41,526SB2
Phleum pratense,,3,2,2,8/17/2023 18:41,526SB2
Solidago altissima,,3,3,3,8/17/2023 18:41,526SB2
Agrimonia striata,,3,2,2,8/17/2023 18:41,526SB2
Thalictrum dasycarpum,,3,2,2,8/17/2023 18:41,526SB2
Glyceria striata,,3,2,2,8/17/2023 18:41,526SB2
Fragaria virginiana,,3,4,4,8/17/2023 18:41,526SB2
Populus deltoides,,3,,6,8/17/2023 18:41,526SB2
Angelica atropurpurea,,3,2,2,8/17/2023 18:41,526SB2
Phalaris arundinacea,,8,6,6,8/17/2023 18:41,526SB2
Leersia virginica,,8,3,3,8/17/2023 18:41,526SB2
Carex granularis,,8,3,3,8/17/2023 18:41,526SB2
Elaeagnus umbellata,,8,5,5,8/17/2023 18:41,526SB2
Thalictrum dasycarpum,,8,2,2,8/17/2023 18:41,526SB2
Ranunculus hispidus var. nitidus ,Ranunculus septentrionalis ,8,4,4,8/17/2023 18:41,526SB2
Rosa multiflora,,8,6,6,8/17/2023 18:41,526SB2
Acer saccharinum,,8,2,2,8/17/2023 18:41,526SB2
Solidago rugosa,,8,2,2,8/17/2023 18:41,526SB2
Angelica atropurpurea,,8,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lanceolatum,,8,2,2,8/17/2023 18:41,526SB2
Catalpa speciosa,,8,2,2,8/17/2023 18:41,526SB2
Carya ovata,,8,3,3,8/17/2023 18:41,526SB2
Polygonum virginianum,,8,2,2,8/17/2023 18:41,526SB2
Lindera benzoin,,8,4,4,8/17/2023 18:41,526SB2
Crataegus crus-galli,,8,3,3,8/17/2023 18:41,526SB2
Cornus drummondii,,8,6,6,8/17/2023 18:41,526SB2
Fraxinus pennsylvanica,,8,8,8,8/17/2023 18:41,526SB2
Ligustrum vulgare,,8,6,6,8/17/2023 18:41,526SB2
Parthenocissus quinquefolia,,8,2,2,8/17/2023 18:41,526SB2
Rhamnus frangula,,8,6,6,8/17/2023 18:41,526SB2
Amphicarpaea bracteata,,8,7,7,8/17/2023 18:41,526SB2
Symphyotrichum lateriflorum,,8,3,3,8/17/2023 18:41,526SB2
Elymus virginicus,,8,2,2,8/17/2023 18:41,526SB2
Verbesina alternifolia,,8,2,2,8/17/2023 18:41,526SB2
Fragaria virginiana,,8,3,3,8/17/2023 18:41,526SB2
Phleum pratense,,8,2,2,8/17/2023 18:41,526SB2
Cinna arundinacea,,8,3,3,8/17/2023 18:41,526SB2
Carex cristatella,,8,4,4,8/17/2023 18:41,526SB2
Solidago gigantea,,8,3,3,8/17/2023 18:41,526SB2
Carex gracillima,,8,4,4,8/17/2023 18:41,526SB2
Agrostis stolonifera,,8,3,3,8/17/2023 18:41,526SB2
Viburnum opulus var. opulus,,8,3,3,8/17/2023 18:41,526SB2
Toxicodendron radicans,,8,7,7,8/17/2023 18:41,526SB2
Lysimachia nummularia,,8,7,7,8/17/2023 18:41,526SB2
Equisetum arvense,,8,6,6,8/17/2023 18:41,526SB2
Amorpha fruticosa,,8,4,4,8/17/2023 18:41,526SB2
Geum canadense,,8,2,2,8/17/2023 18:41,526SB2
Bromus latiglumis,Monocot sp. 2 vouchered bromus?,8,2,2,8/17/2023 18:41,526SB2
Ulmus americana,,8,2,2,8/17/2023 18:41,526SB2
Apocynum cannabinum,,8,2,2,8/17/2023 18:41,526SB2
Acer saccharinum,,9,2,2,8/17/2023 18:41,526SB2
Ulmus americana,,9,2,2,8/17/2023 18:41,526SB2
Thalictrum dasycarpum,,9,2,2,8/17/2023 18:41,526SB2
Carex cristatella,,9,4,4,8/17/2023 18:41,526SB2
Taraxacum officinale,,9,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lanceolatum,,9,2,2,8/17/2023 18:41,526SB2
Solidago gigantea,,9,4,4,8/17/2023 18:41,526SB2
Solidago altissima,,9,2,2,8/17/2023 18:41,526SB2
Carya ovata,,9,3,3,8/17/2023 18:41,526SB2
Bromus latiglumis,Monocot sp.2 ,9,2,2,8/17/2023 18:41,526SB2
Ligustrum vulgare,,9,7,7,8/17/2023 18:41,526SB2
Apocynum cannabinum,,9,5,5,8/17/2023 18:41,526SB2
Equisetum arvense,,9,7,7,8/17/2023 18:41,526SB2
Carex gracillima,,9,5,5,8/17/2023 18:41,526SB2
Parthenocissus quinquefolia,,9,2,2,8/17/2023 18:41,526SB2
Elymus virginicus,,9,5,5,8/17/2023 18:41,526SB2
Cinna arundinacea,,9,3,3,8/17/2023 18:41,526SB2
Leersia virginica,,9,2,2,8/17/2023 18:41,526SB2
Carex emoryi,,9,7,7,8/17/2023 18:41,526SB2
Verbesina alternifolia,,9,2,2,8/17/2023 18:41,526SB2
Circaea lutetiana,,9,2,2,8/17/2023 18:41,526SB2
Viburnum opulus var. opulus,,9,3,3,8/17/2023 18:41,526SB2
Geum canadense,,9,2,2,8/17/2023 18:41,526SB2
Carex granularis,,9,2,2,8/17/2023 18:41,526SB2
Angelica atropurpurea,,9,3,3,8/17/2023 18:41,526SB2
Viburnum dentatum,,9,2,2,8/17/2023 18:41,526SB2
Agrostis stolonifera,,9,7,2,8/17/2023 18:41,526SB2
Polygonum virginianum,,9,2,2,8/17/2023 18:41,526SB2
Quercus bicolor,,9,2,2,8/17/2023 18:41,526SB2
Symphyotrichum lateriflorum,,9,2,2,8/17/2023 18:41,526SB2
Fragaria virginiana,,9,3,3,8/17/2023 18:41,526SB2
Menispermum canadense,,9,2,2,8/17/2023 18:41,526SB2
Vitis riparia,,9,2,2,8/17/2023 18:41,526SB2
Moss sp. 1,,9,2,2,8/17/2023 18:41,526SB2
Cryptotaenia canadensis,,9,2,2,8/17/2023 18:41,526SB2
Phleum pratense,,9,2,2,8/17/2023 18:41,526SB2
Lindera benzoin,,9,2,2,8/17/2023 18:41,526SB2
Lysimachia nummularia,,9,7,7,8/17/2023 18:41,526SB2
Toxicodendron radicans,,9,7,7,8/17/2023 18:41,526SB2
Amphicarpaea bracteata,,9,8,8,8/17/2023 18:41,526SB2
Quercus rubra,,9,2,2,8/17/2023 18:41,526SB2
Populus deltoides,,9,,7,8/17/2023 18:41,526SB2
Cornus drummondii,,9,6,6,8/17/2023 18:41,526SB2
Viburnum lentago,,9,2,2,8/18/2023 13:16,526SB2
Lonicera morrowii,,9,2,2,8/18/2023 13:16,526SB2
Mimulus ringens,,1,4,4,8/21/2023 16:20,1627KR2
Scirpus atrovirens,,1,6,6,8/21/2023 16:20,1627KR2
Carex hystericina,,1,6,6,8/21/2023 16:20,1627KR2
Leersia oryzoides,,1,4,4,8/21/2023 16:20,1627KR2
Calamagrostis canadensis,,1,6,6,8/21/2023 16:20,1627KR2
Eleocharis erythropoda,,1,8,8,8/21/2023 16:20,1627KR2
Scirpus cyperinus,,1,2,2,8/21/2023 16:20,1627KR2
Lycopus uniflorus,,1,4,4,8/21/2023 16:20,1627KR2
Eupatorium perfoliatum,,1,3,3,8/21/2023 16:20,1627KR2
Salix discolor,,1,2,2,8/21/2023 16:20,1627KR2
Carex vulpinoidea,,1,2,2,8/21/2023 16:20,1627KR2
Carex cristatella,,1,2,2,8/21/2023 16:20,1627KR2
Ludwigia palustris,,1,2,2,8/21/2023 16:20,1627KR2
Asclepias incarnata,,1,3,3,8/21/2023 16:20,1627KR2
Typha x glauca,,1,3,3,8/21/2023 16:20,1627KR2
Juncus debilis,,1,2,2,8/21/2023 16:20,1627KR2
Spartina pectinata,,1,4,4,8/21/2023 16:20,1627KR2
Calamagrostis canadensis,,2,6,6,8/21/2023 16:20,1627KR2
Carex hystericina,,2,8,8,8/21/2023 16:20,1627KR2
Scirpus atrovirens,,2,6,6,8/21/2023 16:20,1627KR2
Scirpus cyperinus,,2,3,3,8/21/2023 16:20,1627KR2
Eleocharis erythropoda,,2,8,8,8/21/2023 16:20,1627KR2
Mimulus ringens,,2,3,3,8/21/2023 16:20,1627KR2
Asclepias incarnata,,2,2,2,8/21/2023 16:20,1627KR2
Typha x glauca,,2,3,3,8/21/2023 16:20,1627KR2
Schoenoplectus tabernaemontani,,2,2,2,8/21/2023 16:20,1627KR2
Spartina pectinata,,2,5,5,8/21/2023 16:20,1627KR2
Leersia oryzoides,,2,5,5,8/21/2023 16:20,1627KR2
Verbena hastata,,2,2,2,8/21/2023 16:20,1627KR2
Carex vulpinoidea,,2,4,4,8/21/2023 16:20,1627KR2
Juncus effusus,,2,2,2,8/21/2023 16:20,1627KR2
Urticularia vulgaris,Urticularia,2,4,4,8/21/2023 16:20,1627KR2
Phragmites australis ssp. Australis,,2,2,2,8/21/2023 16:20,1627KR2
Scirpus atrovirens,,3,7,7,8/21/2023 18:36,1627KR2
Scirpus cyperinus,,3,3,3,8/21/2023 18:36,1627KR2
Calamagrostis canadensis,,3,6,6,8/21/2023 18:36,1627KR2
Verbena hastata,,3,2,2,8/21/2023 18:36,1627KR2
Juncus effusus,,3,4,4,8/21/2023 18:36,1627KR2
Mimulus ringens,,3,4,4,8/21/2023 18:36,1627KR2
Lycopus uniflorus,,3,2,2,8/21/2023 18:36,1627KR2
Carex vulpinoidea,,3,4,4,8/21/2023 18:36,1627KR2
Setaria faberi,,3,2,2,8/21/2023 18:36,1627KR2
Epilobium coloratum,,3,2,2,8/21/2023 18:36,1627KR2
Spartina pectinata,,6,6,5,8/21/2023 18:36,1627KR2
Phragmites australis ssp. Australis,,3,2,2,8/21/2023 18:36,1627KR2
Erechtites hieracifolia,,3,2,2,8/21/2023 18:36,1627KR2
Eupatorium perfoliatum,,3,2,2,8/21/2023 18:36,1627KR2
Utricularia vulgaris,,3,4,4,8/21/2023 18:36,1627KR2
Asclepias incarnata,,3,2,2,8/21/2023 18:36,1627KR2
Leersia oryzoides,,3,5,5,8/21/2023 18:36,1627KR2
Juncus debilis,,3,2,2,8/21/2023 18:36,1627KR2
Carex cristatella,,3,2,2,8/21/2023 18:36,1627KR2
Carex hystericina,,3,7,7,8/21/2023 18:36,1627KR2
Moss sp. 1,,3,4,4,8/21/2023 18:36,1627KR2
Schoenoplectus tabernaemontani,,3,2,2,8/21/2023 18:36,1627KR2
Eleocharis obtusa,,3,2,2,8/21/2023 18:36,1627KR2
Calamagrostis canadensis,,4,7,7,8/21/2023 18:36,1627KR2
Typha x glauca,,4,3,3,8/21/2023 18:36,1627KR2
Juncus effusus,,4,4,4,8/21/2023 18:36,1627KR2
Carex festucacea,,4,2,2,8/21/2023 18:36,1627KR2
Carex comosa,,4,2,2,8/21/2023 18:36,1627KR2
Carex vulpinoidea,,4,3,3,8/21/2023 18:36,1627KR2
Eupatorium perfoliatum,,4,2,2,8/21/2023 18:36,1627KR2
Asclepias incarnata,,4,2,2,8/21/2023 18:36,1627KR2
Mimulus ringens,,4,5,5,8/21/2023 18:36,1627KR2
Leersia oryzoides,,4,5,5,8/21/2023 18:36,1627KR2
Scirpus atrovirens,,4,6,6,8/21/2023 18:36,1627KR2
Lycopus uniflorus,,4,2,2,8/21/2023 18:36,1627KR2
Equisetum arvense,,4,2,2,8/21/2023 18:36,1627KR2
Eleocharis erythropoda,,8,,8,8/21/2023 18:36,1627KR2
Scirpus cyperinus,,4,3,3,8/21/2023 18:36,1627KR2
Juncus torreyi,,4,2,2,8/21/2023 18:36,1627KR2
Utricularia vulgaris,,4,5,5,8/21/2023 18:36,1627KR2
Carex hystericina,,4,8,8,8/21/2023 18:36,1627KR2
Carex lurida,,4,4,4,8/21/2023 18:36,1627KR2
Carex normalis,,4,2,2,8/21/2023 18:36,1627KR2
Schoenoplectus tabernaemontani,,4,2,2,8/21/2023 18:36,1627KR2
Pontederia cordata,,1,7,7,8/22/2023 16:32,1622KR1
Typha angustifolia,,1,5,5,8/22/2023 16:32,1622KR1
Utricularia vulgaris,,1,7,7,8/22/2023 16:32,1622KR1
Schoenoplectus tabernaemontani,,1,4,4,8/22/2023 16:32,1627KR2
Juncus debilis,,1,5,5,8/22/2023 16:32,1622KR1
Leersia oryzoides,,1,7,7,8/22/2023 16:32,1622KR1
Carex hystericina,,1,5,5,8/22/2023 16:32,1622KR1
Aster dumosus,Aster dumosus,1,2,2,8/22/2023 16:32,1622KR1
Bidens connata,,1,2,2,8/22/2023 16:32,1622KR1
Galium tinctorium,,1,2,2,8/22/2023 16:32,1622KR1
Erechtites hieracifolia,,1,2,2,8/22/2023 16:32,1622KR1
Solidago altissima,,1,2,2,8/22/2023 16:32,1622KR1
Populus deltoides,,1,2,2,8/22/2023 16:32,1622KR1
Asclepias incarnata,,1,2,2,8/22/2023 16:32,1622KR1
Eupatorium perfoliatum,,1,2,2,8/22/2023 16:32,1622KR1
Carex comosa,,1,4,4,8/22/2023 16:32,1622KR1
Epilobium coloratum,,1,2,2,8/22/2023 16:32,1622KR1
Mimulus ringens,,1,4,4,8/22/2023 16:32,1622KR1
Eleocharis erythropoda,,1,7,7,8/22/2023 16:32,1622KR1
Potamogeton nodosus,,1,4,4,8/22/2023 16:32,1622KR1
Typha x glauca,,1,4,4,8/22/2023 16:32,1622KR1
Scirpus atrovirens,,1,5,5,8/22/2023 16:32,1622KR1
Eleocharis erythropoda,,2,8,8,8/22/2023 16:32,1622KR1
Typha x glauca,,2,4,4,8/22/2023 16:32,1622KR1
Typha angustifolia,,2,3,3,8/22/2023 16:32,1622KR1
Mimulus ringens,,2,5,5,8/22/2023 16:32,1622KR1
Pontederia cordata,,2,6,6,8/22/2023 16:32,1622KR1
Galium tinctorium,,2,5,5,8/22/2023 16:32,1622KR1
Calamagrostis canadensis,,2,4,4,8/22/2023 16:32,1622KR1
Spartina pectinata,,2,5,5,8/22/2023 16:32,1622KR1
Carex comosa,,2,6,6,8/22/2023 16:32,1622KR1
Scirpus atrovirens,,2,6,6,8/22/2023 16:32,1622KR1
Leersia oryzoides,,2,6,6,8/22/2023 16:32,1622KR1
Carex lurida,,2,5,5,8/22/2023 16:32,1622KR1
Juncus debilis,,2,4,4,8/22/2023 16:32,1622KR1
Juncus effusus,,2,3,3,8/22/2023 16:32,1622KR1
Eupatorium perfoliatum,,2,2,2,8/22/2023 16:32,1622KR1
Carex hystericina,,2,3,3,8/22/2023 16:32,1622KR1
Schoenoplectus tabernaemontani,,2,3,3,8/22/2023 16:32,1622KR1
Bidens connata,,2,2,2,8/22/2023 16:32,1622KR1
Cephalanthus occidentalis,,1,3,3,8/22/2023 16:32,1622KR1
Symphyotrichum puniceum,,2,2,2,8/22/2023 16:32,1622KR1
Utricularia vulgaris,,2,4,4,8/22/2023 16:32,1622KR1
Ludwigia palustris,,2,6,6,8/22/2023 16:32,1622KR1
Potamogeton nodosus,Potamogeton ? Vouchered,2,3,3,8/22/2023 16:32,1622KR1
Ludwigia palustris,,1,7,7,8/22/2023 16:32,1622KR1
Typha angustifolia,,4,6,6,8/22/2023 16:32,1622KR1
Eleocharis erythropoda,,4,7,7,8/22/2023 16:32,1622KR1
Pontederia cordata,,4,6,6,8/22/2023 16:32,1622KR1
Juncus debilis,,4,5,5,8/22/2023 16:32,1622KR1
Carex comosa,,4,4,4,8/22/2023 16:32,1622KR1
Carex hystericina,,4,3,3,8/22/2023 16:32,1622KR1
Symphyotrichum puniceum,,4,2,2,8/22/2023 16:32,1622KR1
Galium tinctorium,,4,4,4,8/22/2023 16:32,1622KR1
Mimulus ringens,,4,5,5,8/22/2023 16:32,1622KR1
Asclepias incarnata,,4,2,2,8/22/2023 16:32,1622KR1
Populus deltoides,,4,2,2,8/22/2023 16:32,1622KR1
Schoenoplectus tabernaemontani,,4,2,2,8/22/2023 16:32,1627KR1
Scirpus atrovirens,,4,4,4,8/22/2023 16:32,1622KR1
Utricularia vulgaris,,4,5,5,8/22/2023 16:32,1622KR1
Potamogeton nodosus,,4,5,4,8/22/2023 16:32,1622KR1
Ludwigia palustris,,4,4,4,8/22/2023 16:32,1622KR1
Epilobium parviflorum,,4,2,2,8/22/2023 16:32,1622KR1
Penthorum sedoides,,4,2,2,8/22/2023 16:32,1622KR1
Leersia oryzoides,,4,5,5,8/22/2023 16:32,1622KR1
Eleocharis erythropoda,,3,8,8,8/22/2023 16:32,1622KR1
Typha angustifolia,,3,6,6,8/22/2023 16:32,1622KR1
Juncus debilis,,3,6,6,8/22/2023 16:32,1622KR1
Schoenoplectus tabernaemontani,,3,3,3,8/22/2023 16:32,1622KR1
Pontederia cordata,,3,6,6,8/22/2023 16:32,1622KR1
Galium tinctorium,,3,5,5,8/22/2023 16:32,1622KR1
Bidens connata,,3,2,2,8/22/2023 16:32,1622KR1
Leersia oryzoides,,3,6,6,8/22/2023 16:32,1622KR1
Cephalanthus occidentalis,,3,2,2,8/22/2023 16:32,1622KR1
Scirpus atrovirens,,3,4,4,8/22/2023 16:32,1622KR1
Carex comosa,,3,5,5,8/22/2023 16:32,1622KR1
Carex hystericina,,3,3,3,8/22/2023 16:32,1622KR1
Mimulus ringens,,3,5,5,8/22/2023 16:32,1622KR1
Asclepias incarnata,,3,2,2,8/22/2023 16:32,1622KR1
Carex lurida,,3,2,2,8/22/2023 16:32,1622KR1
Ludwigia palustris,,3,5,5,8/22/2023 16:32,1622KR1
Utricularia vulgaris,,3,4,4,8/22/2023 16:32,1622KR1
Calamagrostis canadensis,,3,2,2,8/22/2023 16:32,1622KR1
Potamogeton nodosus,,3,3,3,8/22/2023 16:32,1622KR1
Rosa multiflora,,1,5,5,8/22/2023 19:45,554
Solidago patula,,1,5,5,8/22/2023 19:45,554
Eupatorium rugosum,,1,4,4,8/22/2023 19:45,554
Muhlenbergia mexicana,,1,4,4,8/22/2023 19:45,554
Tussilago farfara,,1,4,9,8/22/2023 19:45,554
Elymus hystrix,,4,3,3,8/22/2023 19:45,554
Bidens connata,,4,2,2,8/22/2023 19:45,554
Microstegium vimineum,,4,3,3,8/22/2023 19:45,554
Lonicera morrowii,,1,2,2,8/22/2023 19:45,554
Ligustrum vulgare,,1,1,1,8/22/2023 19:45,554
Parthenocissus quinquefolia,,1,3,3,8/22/2023 19:45,554
Vitis riparia,,1,2,2,8/22/2023 19:45,554
Adiantum pedatum,,1,2,2,8/22/2023 19:45,554
Impatiens capensis,,1,4,4,8/22/2023 19:45,554
Chelone glabra,,1,2,2,8/22/2023 19:45,554
Solanum dulcamara,,1,3,3,8/22/2023 19:45,554
Carex stipata,,1,3,6,8/22/2023 19:45,554
Fraxinus pennsylvanica,,1,2,2,8/22/2023 19:45,554
Fraxinus nigra,,1,2,2,8/22/2023 19:45,554
Cryptotaenia canadensis,,3,4,4,8/22/2023 19:45,554
Galium triflorum,,1,5,5,8/22/2023 19:45,554
Ulmus americana,,1,2,2,8/22/2023 19:45,554
Symphyotrichum lateriflorum,,1,3,3,8/22/2023 19:45,554
Glyceria striata,,1,3,3,8/22/2023 19:45,554
Epilobium parviflorum,,1,2,2,8/22/2023 19:45,554
Tiarella cordifolia,,1,2,2,8/22/2023 19:45,554
Pilea pumila,,1,4,4,8/22/2023 19:45,554
Senecio aureus,,1,2,2,8/22/2023 19:45,554
Solidago flexicaulis,,1,3,3,8/22/2023 19:45,554
Galium asprellum,,1,2,2,8/22/2023 19:45,554
Scutellaria lateriflora,,1,2,2,8/22/2023 19:45,554
Cinna arundinacea,,1,2,2,8/22/2023 19:45,554
Boehmeria cylindrica,,1,2,2,8/22/2023 19:45,554
Symphyotrichum lanceolatum,,1,2,2,8/22/2023 19:45,554
Symplocarpus foetidus,,1,7,7,8/22/2023 19:45,554
Moss sp. 1,,1,7,7,8/22/2023 19:45,554
Geum canadense,,1,2,2,8/22/2023 19:45,554
Equisetum hyemale,,1,2,2,8/22/2023 19:45,554
Polystichum acrostichoides,,1,2,2,8/22/2023 19:45,554
Viola sororia,,1,2,2,8/22/2023 19:45,554
Symphyotrichum cordifolium,,1,2,2,8/22/2023 19:45,554
Hepatica acutiloba,Hepatica acutiloba,1,2,2,8/22/2023 19:45,554
Euonymus fortunei,,1,2,2,8/22/2023 19:45,554
Carpinus caroliniana,,1,5,6,8/22/2023 19:45,554
Liriodendron tulipifera,,1,,5,8/22/2023 19:45,554
Fagus grandifolia,,1,,5,8/22/2023 19:45,554
Acer saccharum,,1,,6,8/22/2023 19:45,554
Ostrya virginiana,,1,,6,8/22/2023 19:45,554
Platanus occidentalis,,1,,6,8/22/2023 19:45,554
Rosa multiflora,,2,4,4,8/22/2023 19:45,554
Ligustrum vulgare,,2,2,2,8/22/2023 19:45,554
Fraxinus nigra,,2,4,4,8/22/2023 19:45,554
Vitis riparia,,2,2,2,8/22/2023 19:45,554
Microstegium vimineum,,2,3,3,8/22/2023 19:45,554
Eupatorium rugosum,,2,5,5,8/22/2023 19:45,554
Malus sieboldi,Malus sieboldi,2,2,2,8/22/2023 19:45,554
Fraxinus pennsylvanica,,2,4,6,8/22/2023 19:45,554
Lonicera morrowii,,2,2,2,8/22/2023 19:45,554
Lindera benzoin,,2,2,2,8/22/2023 19:45,554
Symphyotrichum lateriflorum,,2,3,3,8/22/2023 19:45,554
Galium triflorum,,2,6,6,8/22/2023 19:45,554
Leersia virginica,,2,2,2,8/22/2023 19:45,554
Senecio aureus,,2,4,4,8/22/2023 19:45,554
Boehmeria cylindrica,,2,3,3,8/22/2023 19:45,554
Liriodendron tulipifera,,2,2,2,8/22/2023 19:45,554
Tiarella cordifolia,,2,4,4,8/22/2023 19:45,554
Pilea pumila,,2,5,5,8/22/2023 19:45,554
Geranium maculatum,,2,2,2,8/22/2023 19:45,554
Elymus hystrix,,2,2,2,8/22/2023 19:45,554
Onoclea sensibilis,,2,2,2,8/22/2023 19:45,554
Polygonum virginianum,,2,2,2,8/22/2023 19:45,554
Scutellaria lateriflora,,2,3,3,8/22/2023 19:45,554
Muhlenbergia mexicana,,2,3,3,8/22/2023 19:45,554
Eupatorium maculatum,,2,2,2,8/22/2023 19:45,554
Parthenocissus quinquefolia,,2,3,3,8/22/2023 19:45,554
Carex sp. 1,,2,2,2,8/22/2023 19:45,554
Adiantum pedatum,,2,5,5,8/22/2023 19:45,554
Hackelia virginiana,,2,2,2,8/22/2023 19:45,554
Impatiens capensis,,2,3,3,8/22/2023 19:45,554
Acer saccharum,,2,1,1,8/22/2023 19:45,554
Solidago patula,,2,4,4,8/22/2023 19:45,554
Hepatica acutiloba,Hepatica acutiloba,2,3,3,8/22/2023 19:45,554
Amphicarpaea bracteata,,2,2,2,8/22/2023 19:45,554
Elaeagnus umbellata,,2,2,2,8/22/2023 19:45,554
Catalpa speciosa,,2,2,2,8/22/2023 19:45,554
Carpinus caroliniana,,2,5,6,8/22/2023 19:45,554
Polystichum acrostichoides,,2,2,2,8/22/2023 19:45,554
Euonymus fortunei,,2,2,2,8/22/2023 19:45,554
Galium concinnum,Voucher,2,3,3,8/22/2023 19:45,554
Carex sp. 2,Very dmall tufts on rocks,2,3,3,8/22/2023 19:45,554
Circaea lutetiana,,2,2,2,8/22/2023 19:45,554
